text,sentiment,labels,ca_related,day,filter_type
@CPHO_Canada Spontaneous Abortions and Policies on COVID-19 mRNA Vaccine Use During Pregnancy https://t.co/0A006F7aKr,neut,pandemic-logistics,ca,30_nov,gvnmt
@US_FDA y’all are a joke a @WHO approved vaccine lmao @Ocugen / @BharatBiotech  a victim of #vaccineracism #bigpharmagames @GovCanHealth @CPHO_Canada @POTUS @VP @FoxNews @ABC @CBSNews @NBCNews @CNN @5NEWS @CNBC $ocgn #Covaxinapproval  @JustinTrudeau @RepThomasMassie #datadontlie https://t.co/L6lV8QxeOR,neg,covid-controversy,non-ca,30_nov,gvnmt
"@jasonwoody @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau Vaccinated can still pass covid. Have you forgotten?
It's not a sterilizing vaccine it's not made to stop transmission or infection. That is clear science and is in the trial study briefing documents which you've surely read.
The vaccine is to minimize severe infection. Remember?",pos,vax-efficiency,ca,30_nov,gvnmt
@JustinTrudeau Go vaccinate your kids. Stop telling people to inject a joke vaccine clown man,neg,covid-controversy,ca,30_nov,gvnmt
@SherieDee @adamjsfletcher @maxiheadr00m @JustinTrudeau The unvaxxed are partly being viewed as selfish because they’re vastly the ones straining the health care system to the max when a free vaccine is readily available.They refuse to get vaccinated then fill up the hospitals when they get Covid so doctors can’t help other patients,neg,pandemic-logistics,ca,30_nov,gvnmt
@jkenney @CMOH_Alberta @JustinTrudeau drop the mandates the vaccine isn’t working https://t.co/rX6YYFtlUJ,neg,covid-controversy,ca,30_nov,gvnmt
@KylieSpeak @JustinTrudeau Why would you give your small children an experimental vaccine that does more harm than good in regards to children? I hope they get taken away from you,neg,covid-controversy,ca,30_nov,gvnmt
"@CPHO_Canada @JustinTrudeau #CoronaVirus #CoVid19 @fordnation @celliottability @epdevilla @jyduclos HEROES of DEFIANCE: Australians Getting The Balls To Defy Vaccine Mandates
https://t.co/P4Rt8KA7lT https://t.co/azuUnGATCp",neut,covid-controversy,non-ca,30_nov,gvnmt
"@JustinTrudeau @redcrosscanada Some undeniable facts when it comes to Canada's ""war on Covid"".

1. Pfizer and Moderna mRNA are currently almost exclusively given to Canadians.
2. Vaccine hesitancy is mainly due to the use of mRNA vaccines.
3. There are non-mRNA options.

Why are we not giving people choice?",pos,pandemic-logistics,ca,30_nov,gvnmt
"@RalphDeAdder @EmeraldJennie @maxiheadr00m @JustinTrudeau Mandates are not persuasion! Anytime you threaten people with job loss or loss of livelihood for not taking a vaccine, you are committing coercion not persuasion! What has been done on the world is a crime against humanity and astoundingly immoral.",neg,pandemic-legal,ca,30_nov,gvnmt
@epdevilla @CPHO_Canada you said take the vaccine you will be protected wear a mask social distance lababalab now what cases are going higher on vaccinated not only that you want to kill the kids how much power and money will stop you @BogochIsaac @JustinTrudeau https://t.co/Kncgj3A3fz,neg,covid-controversy,ca,30_nov,gvnmt
"@JustinTrudeau I really wish kids  (5 to 11 years old), their older siblings, and their parents could get vaccinated together at the same location in Alberta at either a pharmacy, doctors office, or mobile site like this one @jkenney @jasoncoppingab @ahs_media https://t.co/Ef03PnsaGl",pos,pandemic-logistics,ca,30_nov,gvnmt
@jasonwoody @2075Apm @Mike_CATV @Case14010339 @KylieSpeak @JustinTrudeau There’s a huge difference between “antivaxx” and hesitancy around an experimental vaccine coupled with a lot of questionable activity by those imposing it. Trying to use the “anti-vaxxer” so called insult is very telling of where people are at. Science is about questions.,neut,covid-controversy,ca,30_nov,gvnmt
"@Brandon45844583 @JustinTrudeau So, the vaccine is doing its job then?

Perfect.",pos,vax-efficiency,ca,30_nov,gvnmt
@JustinTrudeau Even after vaccinated brought omicron to Canada this guy doesn’t stop. At this point these politicians can say anything and just say it’s science . Remember when Covid didn’t  affect kids and we sent them to school to risk their lives . Now vaccine is out and it affects kids,neg,covid-new-variant,ca,30_nov,gvnmt
"@JustinTrudeau @joe_warmington No, No, NO. 894,143 adverse COVID vaccine events reported in the U.S. through Nov. 12, including 18,853 deaths, 21,089 life-threatening occurrences, 33,660 severe allergic reactions and 30,010 permanent disabilities: https://t.co/ytpqr2iXvq",neg,vax-efficiency,non-ca,30_nov,gvnmt
@Sylvia_FineArt @JustinTrudeau if the vaccine works and the unvaccinated are a minority then there is no reason not to be back at normal. the only reason we are not is because its easier for the government to keep us like this,neg,pandemic-logistics,ca,30_nov,gvnmt
"@CPHO_Canada The new mutated virus was brought into Canada by people who had already received two shots of the vaccine, making a mockery of the Canadian government's mandate for vaccines",neut,covid-new-variant,ca,30_nov,gvnmt
"@JustinTrudeau DR. SHANKARA CHETTY: VACCINE KILL JAB DESIGNED TO DEPOPULATE EARTH BY ONE BILLION
https://t.co/R4dWkVvjmy",neg,covid-controversy,ca,30_nov,gvnmt
@RockStarPreach @NewsroomGC @CPHO_Canada @TheLancet @US_FDA @RepThomasMassie @GovCanHealth @elonmusk Covaxin is permitted as of today as an acceptable vaccine for travel. https://t.co/Ja65iIptMU,pos,pandemic-logistics,non-ca,30_nov,gvnmt
"@JustinTrudeau You are referring to the “vaccine “ that doesn’t stop the rona, but creates a multitude of side effects including death?",neut,vax-efficiency,ca,30_nov,gvnmt
"@JustinTrudeau GO HOME, Bud. No one likes you, or your vaccine pushing ways. You are actively making Canada a worse place.",neg,covid-controversy,ca,30_nov,gvnmt
"@onlyafewcows @pdf00587301 Another woman losing her employment based on your illogical vaccine mandates , your racking up some record @JustinTrudeau https://t.co/b4WHllmC6c",neg,pandemic-legal,ca,30_nov,gvnmt
@CPHO_Canada where in Toronto or Ontario can an individual get the Astrazeneca or J&amp;J vaccine if allergic reaction to the RNA vaccines?,neut,pandemic-logistics,ca,30_nov,gvnmt
@jasonwoody @cyruskevinj @JustinTrudeau There is no scientific evidence that it is effective.  Where are the long term results.  There are none yet we are only witnessing the short term results and already witnessing major complications and deaths due to the vaccine.  So why are you pushing people to take it. Hmmmm???,neg,vax-efficiency,ca,30_nov,gvnmt
@jasonwoody @JustinTrudeau The vaccine is more dangerous to a child than covid.,neg,covid-controversy,ca,30_nov,gvnmt
"@bwhytecgy @JustinTrudeau @DavidLametti @MarciIen Extremist says what?

Use your advanced medical and science degree to explain how small pox has been eradicated worldwide without using the word vaccine.

Go ahead Einstein.",neg,covid-controversy,na,30_nov,gvnmt
@JustinTrudeau and @CPHO_Canada How about we join the western world and offer boosters to people younger than age 70? What are we waiting for? We have the vaccine. What’s the problem?  Do better!,pos,pandemic-logistics,ca,30_nov,gvnmt
"@JustinTrudeau Judging by the comments of your supporters, Justin, Canada has gone insane… Tell me, why do 5 year old need a vaccine and a mask for a disease they hardly get sick off? I read every paper on it and they all contradict themselves…",neg,covid-controversy,ca,30_nov,gvnmt
@CPHO_Canada @24esJASP Please don’t vaccinate kids and stop mandatory vaccine requirements.,neg,covid-controversy,ca,30_nov,gvnmt
"@CPHO_Canada Why are you pushing / mandating (illegally) a drug still in clinical trials? 🤷🏻‍♀️

Study to Describe the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Individuals - Full Text View - https://t.co/30vzVZM6tS",neg,pandemic-legal,ca,29_nov,gvnmt
@CPHO_Canada if one is due for 3rd shot (booster) n new vaccine will be available in early 2022 what shud one do? have 2 different vaccines back to back? 🤔🙄 no one explaining/giving info on immunization efficacy even though it's been many months since vaccines were started,neut,pandemic-logistics,ca,29_nov,gvnmt
@RMC231 @JustinTrudeau Or they wont hit the vaccine rates they want.,neut,pandemic-logistics,ca,29_nov,gvnmt
"@AhraniLogan @unspinthespina1 Everyone of them are evil criminals. @fordnation @celliottability @JustinTrudeau are all disgrace to CANADA, Ontario and humanity! The Covid lies, and scam of the vaccine is endless!",neg,covid-controversy,ca,29_nov,gvnmt
@doaas @SusanDelacourt @JustinTrudeau @TorontoStar Pardon? We peacefully marched in the streets by the thousands. Every country on earth has broken their record for the biggest protest ever recorded in their country because of this vaccine mandates. Expand YOUR bubble.,neg,pandemic-legal,ca,29_nov,gvnmt
"@KimberleyeLeo Despite Canada having enough does, @JustinTrudeau went ahead to order vaccines the equivalent of FOUR times the country's population while other countries struggle with a shortfall. It's just evil. https://t.co/zIYTLk1ZGT",neut,pandemic-logistics,ca,29_nov,gvnmt
"@CPHO_Canada @WHO Were they vaccinated? One or Two shots? which vaccine,? Report says first vaxxed other not???? did they test before getting on plane? DETAILS",pos,pandemic-logistics,ca,29_nov,gvnmt
"@B49449739 @JustinTrudeau @bcndp You’re not a teacher- #bced are among the most vulnerable. There are no required precautionary measures in schools. Students &amp; staff don’t understand virus is airborne &amp; often don’t wear masks. Thousand eat lunch together, maskless. It’s dangerous, regardless of vaccine status.",neut,pandemic-logistics,ca,29_nov,gvnmt
"@CPHO_Canada MEDSCAPE POLL: One in three doctors won't give Covid-19 vaccine to their own kids

https://t.co/PIPpDxIImq",neg,covid-controversy,ca,29_nov,gvnmt
"@CPHO_Canada @WHO It's time to approve Covaxin, Dr. Tam
Inactived vaccine traditional approach is working with real world data against variant spread. mRNA is not.

Children , Immunocomprimised , the unvaccinated who will trust a traditional vaccine and go and get the jab, boosters. Please help",pos,pandemic-logistics,ca,29_nov,gvnmt
@DJT_Wins @JustinTrudeau The childcare is to get your kids to take the vaccine without your consent and get children before they start school.,neg,pandemic-logistics,ca,29_nov,gvnmt
@CPHO_Canada We are mandating a vaccine where there is no scientific evidence that it has ever saved a single life https://t.co/yQ51anPKc2,neg,pandemic-legal,ca,29_nov,gvnmt
"@tabularasa100 @tr6_guy @fordnation @JustinTrudeau The alternative is that those most at risk get the vaccine (prophylactic) while the rest of the population develops immunities &amp; resiliency.

It is the vaccines that are causing the more severe and contagious variants. Variants that get around natural immunity are weaker.",neg,vax-efficiency,ca,29_nov,gvnmt
@JustinTrudeau Thank you for mandating the double vaccine to travel in &amp; out of 🇨🇦.  It’s to bad other world leaders don’t follow your lead.   👍 @JustinTrudeau @CanadianPM,pos,pandemic-legal,ca,29_nov,gvnmt
@CPHO_Canada @WHO Only vaccinated can fly. Cases brought to Canada brought here by vaccinated people not the evil “unvaxxed”. Maybe it’s time to speak truth instead of spreading hate.  Vaccine is a fraud to help Pfizer recover from past fines?    https://t.co/mVGvrH6CJl,neg,covid-controversy,ca,29_nov,gvnmt
"@JustinTrudeau Are we still following the science ? If so stop forcing vaccination on 💯 of Canadians .The narrative is crumbling,might as well tell the truth at this point and reveal it’s all about the “Vaccine passport “ not the vaccine

 https://t.co/b4WHllmC6c",neg,covid-controversy,ca,29_nov,gvnmt
"@slbell59 @JustinTrudeau Unvaccinated are not allowed to leave Canada.
Unvaccinated are not allowed to enter Canada.

This week, we recorded 2 cases of the new COVID variant.

This means that the people bringing it to Canada are FULLY VACCINATED.

Tell me again how the vaccine will protect people.",neg,pandemic-logistics,ca,29_nov,gvnmt
"@JustinTrudeau How about all of those that lost their lives due to vaccine mandates, coercion, lack of science and failure of leadership? You have blood on your hands.",neg,pandemic-legal,ca,29_nov,gvnmt
"@Transport_gc @TravelGoC Covaxin is yet to reflect in the list of approved vaccines. Although it is supposed to be on the approved list of vaccines from 30th Nov at 03:01 EST,visitors are unable to board the flights from IND on 30th as ArriveCAN is not accepting the vaccine inspite arriving at 08:45 EST",neg,pandemic-logistics,ca,29_nov,gvnmt
"@briellegrvyson @JustinTrudeau This is why I don't be jumping to go places for the sake of going places. The illusion of safety is blinding! These people really finna kill us over black Friday deals. No thanks lmao!
Vaccine passports and staying at my yaad. Pls😐",neut,pandemic-logistics,ca,29_nov,gvnmt
"@AFP @OfficialDGISPR @POTUS @JustinTrudeau @VP @USAmbUN @BorisJohnson @jeremycorbyn @SadiqKhan @KingSalman @RTErdogan @KremlinRussia_E @GermanyDiplo @SaudiEmbassyUSA @MFA_China @MFATurkey @UKParliament @mfa_russia @EmmanuelMacron @AOC @IlhanMN @SecDef @SecBlinken @EUCouncil @Keir_Starmer @MOI_QatarEn @peaceforchange @jeremyscahill @suhailshaheen1 @democracynow @amnesty @amnestyusa @thecaravanindia @RanaAyyub @RashidaTlaib @CoriBush @RepPressley @abierkhatib @sherryontopp @hrw @RepJayapal @Rep_Watkins @elonmusk @QaharBalkhi @Facebook @jack @Twitter @NASA @Tesla @tim_cook behind in almost every category due to non-stop attacks of all sorts. As the WWW is shutting down on #Africa, just imagine what will be going on in #Africa itself, where NO BIG NEWS MEDIA EVEN CARE TO LOOK AT THE ACTUAL NUMBER OF CASUALTIES OR AFFECTED POPULATION! This #Vaccine…",neut,pandemic-logistics,non-ca,29_nov,gvnmt
"@CPHO_Canada Please share the source material you are relaying on to say this vaccine is safe and effective. FDA says it wants 55 YEARS to process FOIA requests about #COVID19 vaccines - meaning data may not be available to the public until 2076.

https://t.co/hXdabpIQAb",neg,vax-efficiency,ca,29_nov,gvnmt
"@CPHO_Canada I don't know, 🤔 seems like the symptoms of the new variant are just side effects from the vaccine. https://t.co/Ab6hUJ2ETg",neut,vax-efficiency,ca,29_nov,gvnmt
@JustinTrudeau Imagine the new side effects are the same as the side effects from the vaccine.    Shocker.,neg,vax-efficiency,ca,29_nov,gvnmt
"@CanadianPM Canada has been sitting on the application for COVAXIN. Their citizens could have already had the vaccine available to them. @GovCanHealth @JustinTrudeau

Omicron Highlights Vaccine Inequality

https://t.co/beoVUKhkv8",neg,pandemic-logistics,ca,29_nov,gvnmt
"@CPHO_Canada Since unvaccinated people can’t travel in or out of Australia, and Omicron showed up there….clearly this vaccine isn’t working as well as you say. Can you please be honest for once!!!! The vaccine does NOT stop transmission. Give people back their jobs",neg,covid-controversy,ca,29_nov,gvnmt
@JustinTrudeau @JustinTrudeau promotes hate speech towards the “unvaccinated” as if they are to blame for a lab made “virus” and failed gene editing technology masquerading as a vaccine. He helps breed people like this woman: https://t.co/D3wqCy2PEC,neg,covid-controversy,ca,29_nov,gvnmt
"@jodyvance @JustinTrudeau @CPHO_Canada A. Incubation periods vary. B. No test is 100% accurate, just as no vaccine is 100% effective. But they’re certainly a hell of a lot better than nothing.",pos,vax-efficiency,ca,29_nov,gvnmt
"@WHO @POTUS @BorisJohnson @OlafScholz @CyrilRamaphosa #Kishida @PMOIndia  @EmmanuelMacron @JustinTrudeau The World is 1. End This Pandemic Forever. Stop #Omicron &amp; Future Variants by MAKING VACCINES FREE, MANDATORY &amp; EQUALLY AVAILABLE 2 AllAcrosstheWorld https://t.co/7I9ancD1By",neg,vax-efficiency,ca,29_nov,gvnmt
"@tabularasa100 @tr6_guy @fordnation @JustinTrudeau The facts are, vaccinated people brought it to Canada.

Vaccine weakens your natural immune system and most likely, is causing the variants",neg,vax-efficiency,ca,29_nov,gvnmt
"@zuckerman_l @JustinTrudeau Stop begging to mandate a ""vaccine"" that doesnt prevent transmission.",neg,pandemic-legal,ca,29_nov,gvnmt
"@AFP @OfficialDGISPR @POTUS @JustinTrudeau @VP @USAmbUN @BorisJohnson @jeremycorbyn @SadiqKhan @KingSalman @RTErdogan @KremlinRussia_E @GermanyDiplo @SaudiEmbassyUSA @MFA_China @MFATurkey @UKParliament @mfa_russia @EmmanuelMacron @AOC @IlhanMN @SecDef @SecBlinken @EUCouncil @Keir_Starmer @MOI_QatarEn @peaceforchange @jeremyscahill @suhailshaheen1 @democracynow @amnesty @amnestyusa @thecaravanindia @RanaAyyub @RashidaTlaib @CoriBush @RepPressley @abierkhatib @sherryontopp @hrw @RepJayapal @Rep_Watkins @elonmusk @QaharBalkhi @Facebook @jack @Twitter @NASA @Tesla @tim_cook of Concern” was COLOSSALLY IGNORED when it was the right time n would have never become such a huge threat to rest of the world, if taken care when appeals were made! #I done extensive thread on urgency of improving vaccine rates in #Africa n it’s indeed a #DamnShame that every…",neut,pandemic-logistics,non-ca,29_nov,gvnmt
"@CPHO_Canada fake news. Omicron was incubated in the vaccinated. Worse, vaccine damage is cumulative with each jab, vaccine related micro clots in lungs results in hyper tensive blood pressure leading to heart failure, and yet you continue to press vaccinations? #COVID19",neg,vax-efficiency,ca,29_nov,gvnmt
@JustinTrudeau WHERE IS COVAXIN ..WILL PFIZER LET CANADA HAVE THE SAFEST VACCINE YET ..DISGUSTING WE CAN'T HAVE COVAXIN ..STARTING TO LOOK A LOT LIKE CORRUPTION NOT CHRISTMAS,neg,pandemic-logistics,ca,29_nov,gvnmt
"@CPHO_Canada Why are you pushing / mandating (illegally) a drug still in clinical trials? 🤷🏻‍♀️

Study to Describe the Safety, Tolerability, Immunogenicity, and Efficacy of RNA Vaccine Candidates Against COVID-19 in Healthy Individuals - Full Text View - https://t.co/30vzVZuvCk",neg,pandemic-legal,ca,29_nov,gvnmt
"@CPHO_Canada @GovCanHealth The vaccine doesn’t work just tell the truth, people who got double jabbed are getting covid now and how to hide that is to put out a new variant, a pcr test cannot confirm what type of variant it is. What happened with delta and the other 5 variants? Did they disappear???",neg,covid-controversy,ca,29_nov,gvnmt
@JustinTrudeau Travel Bans don't work.  Banning travel from Southern African countries won't do anything to stop omicron from coming to visit.  And oh idk let's actually stop the vaccine apartheid and help vaccinate the global south #cdnpoli,pos,pandemic-logistics,non-ca,29_nov,gvnmt
@MakisMD @RWMaloneMD @DrP_MD @dockaurG @ashkaur @jkenney @CMOH_Alberta @JustinTrudeau damage is cumulative with each jab. This can only be called a public health nightmare and vaccine holocaust. https://t.co/puKoyxeP2v,neg,covid-controversy,ca,29_nov,gvnmt
"@CPHO_Canada C-19 patients with pregnancy are at increased risk of severe illness when compared to non-pregnant patients. None of the C19 vaccines that were approved under emergency use authorization have been tested in pregnant individuals
during initial vaccine https://t.co/r4aTf3ifl8",neg,vax-efficiency,ca,29_nov,gvnmt
"@KevinAndrewTO @JustinTrudeau Vaccines are a critical tool used to combat previous variants; it remains to be seen the degree current vaccines are against Omicron, a question @pfizer and @moderna_tx are investigating:
1/2

https://t.co/MMjuywsaDi",pos,vax-efficiency,ca,29_nov,gvnmt
"@KevinAndrewTO @JustinTrudeau @pfizer @moderna_tx We won’t have answers for some time or an adapted vaccine for months, so in the meantime, it’s important we use all tools available to slow spread, including travel restrictions like mandatory PCR tests for those coming to Canada.
2/2",neut,pandemic-logistics,ca,29_nov,gvnmt
"@JustinTrudeau Excellent!!!!
NOW many of people are quickly approaching the 6 months anniversary of their 2nd Covid Vaccine &amp; I'd like to know when you plan on offering us THE BOOSTER SHOT, I'd like mine the moment I can get it and that's DECEMBER !",pos,pandemic-logistics,ca,29_nov,gvnmt
"@CPHO_Canada @WHO Provide your outstanding residents of Canada with Covaxin!! Covaxin has been proven to attack the whole virus. Highest rated efficacy, safest for ages 2+! Don’t just allow WHO approved vaccine for travel into Canada without giving your residents Covaxin as well! 🙌🏼",pos,pandemic-logistics,ca,29_nov,gvnmt
"@SavageYyc @CMOH_Alberta @jkenney @JustinTrudeau Seriously? ""Vaccine escape"" 🙄 I'm laughing not laughing because Seriously this is making a mockery of those with ADE and adverse events. 😥💔 https://t.co/SE7WlfKkez",neg,covid-controversy,ca,29_nov,gvnmt
"@cmac4988 @CheriDiNovo Canada did indeed dump the million vaccine doses. Last time I checked, Ontario and Alberta are in Canada and Dr. Theresa Tam @CPHO_Canada, Health Canada and PHAC @GovCanHealth and NACI are in Canada and against third dose and protecting Canadians under 70 against waning immunity.",neut,pandemic-logistics,ca,29_nov,gvnmt
@slbell59 @JustinTrudeau Except that the vaccine does not prevent transmission.  The vaccinated are the super spreaders.    They’re the ones travelling.   Think deeper.,neg,covid-controversy,ca,29_nov,gvnmt
@CPHO_Canada If the vaccine does not preclude one from contracting or transmitting covid and the viral load has been shown to be the same between the vaccinated and unvaccinated how can the claim be made that the vaccine protects against serious illness?,neg,covid-controversy,ca,29_nov,gvnmt
@slbell59 @JustinTrudeau Just bc you think the vaccine is right for you doesn't make it right for everyone. Do what you do best and keep cooking but keep your sights off everyone else's rights of choice.,neg,covid-controversy,ca,29_nov,gvnmt
@hoffer_gena @CPHO_Canada @JustinTrudeau @AirCanada @WestJet You would have to screen for the actual VIRUS. Just having the vaccine does nothing for other people. You can still be infected and transmit…..plus you will likely have less or no symptoms which is even more dangerous to others. The vaccine doesn’t make you bulletproof.,neut,vax-efficiency,ca,29_nov,gvnmt
"@JustinTrudeau We will end up in another lockdown, they will keep making up new variants, how does Pfizer think they can make a vaccine within 100 days...",neg,vax-efficiency,ca,29_nov,gvnmt
"@footyfan826 @CBCAlerts No one is forcing you to get vaccine.. but society has right to segregate you from normal society… so go hide somewhere, do not meet or face any normal socially responsible human being.. till we get over this tragic situation because of which over 560 million lost their lives..",neut,covid-controversy,ca,01_dec,news
@CBCNews Why should it ? No need for any of these Draconian measures . No Vaccine Passports either . You Lied to The People . You Own Trudeaus Lie to Canadians,neg,covid-controversy,ca,01_dec,news
@bubblepooper123 @CBCAlerts So how do you all the suddenly feel unsafe going this whole pandemic almost with unvaccinated people. And now you vaxed are bringing in variants. It’s going to get YOU covid. You can not hide. How do you know you got immune response from your vaccine,neg,vax-efficiency,ca,01_dec,news
"@nationalpost How about we end vaccine mandates instead, you know, as COVID doesnt care about vaccines with people getting and spreading it.",neg,pandemic-legal,ca,01_dec,news
@nationalpost I seriously regret getting vaccinated. I wish I could go back in time. There is no point in getting the vaccine. Every day there is a new ridiculous law to make our lives worse.,neg,covid-controversy,ca,01_dec,news
"@gotcha_images @hula_808 @CBCAlerts @cbcradio Depends on age and health factors.

Unvaccinated in the icu is dominantly elderly, obese, hypertensive, diabete etc.

If the person is not in an at risk group, the probability the vaccine prevented an icu trip is quite low.",pos,vax-efficiency,ca,01_dec,news
"@CBCNews Mind blowing that Americans feel its fine to tell a woman what to do with her body, but lose their 💩 when someone mandates a vaccine 🤔",neut,pandemic-legal,non-ca,01_dec,news
"@JaguarsFan98 @DirtBayAttitude @CBCAlerts @CBCNews Numbers are skewed by disproportionate testing.

Aside from that, 80% vaccination rate and still R&gt;1 … with no sign of being able to reach &lt;1 even if 100%.

There is no stopping an airborn virus.  It is endemic, and the vaccine cannot prevent that!",neg,vax-efficiency,ca,01_dec,news
"@monpop20 @KLW24525128 @CBCNews Actually it dries. Vaccine mandates have been extremely successful in getting people vaccinated and this saved lives. Unlike you, I value human life. You seem flippant about hundred of thousands of dead. I bet you’ve never watched someone die of covid, have you?",pos,covid-controversy,ca,01_dec,news
"@CBCNews First 500 pages from Phizer released  due to court order. Wow massively  high % of adverse injuries including death from vaccine. CBC doesnt even acknowledge it. CBC continues to lie, disgusting CBC.  CBC should be ashamed. No comment CBC? VACCINATE THE KIDS CBC SAYS! DISGUSTING",neg,vax-efficiency,ca,01_dec,news
"@CBCNews Another virus fakery and an attempt to make more money by selling a vaccine of a fake virus to animals. Don't be surprised when a CDC proven fake virus SarsCov2 will make fishes &amp; birds too get vaccine by corrupt Pfizer &amp; Moderna. Clap...clap...clap.

https://t.co/BrquYGuioq",neg,covid-controversy,ca,01_dec,news
"@old_dakkon @jpbutler91 @CBCNews wait,so the success rate of a vasectomy is 3000 times higher than the chance of a serious side effect from a vaccine,but you still think the risk isn't worth it? &amp; isn't that risk worth it knowing that a child didn't grow up in poverty and almost a zero chance at success in life?",pos,vax-efficiency,ca,01_dec,news
"@ABWood12 @CBCAlerts It's not a vaccine, it's gene therapy that alters your DNA permanently.  Also it's an experimental drug which hundreds of thousands have been injured and killed by this jab.  AND no one knows what the long terms effects are so don't even compare this so called ""vaccine"" to others",neg,covid-controversy,ca,01_dec,news
"@monpop20 @KLW24525128 @CBCNews Not getting the vaccine means the virus spreads, more people die and the restrictions last longer.",pos,covid-controversy,ca,01_dec,news
@nationalpost No one wants to be around these science denying troglodytes anyways particularly around those that don't believe their vaccine works,pos,covid-controversy,ca,01_dec,news
"@pottsjmike @CBCAlerts So?

Nobody said vaccine was 100%

Your seatbelt isn't 100% effective but it's still mandatory that you wear it to enjoy the privilege of driving.",pos,covid-controversy,ca,01_dec,news
@googoo4gaga6 @CBCNews Well that's the thing. More children are harmed by covid than the vaccine itself.   So vaccinating children is not putting them in harm's way.,pos,covid-controversy,ca,01_dec,news
"@dennizenx @yaboycmac @CBCNews Good.

We have good vaccine uptake +
That tells me that our establishments are adhering to mandates and most reasonable people are using masks/social dust and personal hygiene.
Also tells me our at risk population is at higher risk and need better care.",pos,pandemic-logistics,ca,01_dec,news
@monpop20 @CBCNews Uhh “threatened” is the key word here.  Those bloody jerks shouldn’t be there bothering those families with kids included going for a vaccine in the first place.,pos,covid-controversy,ca,01_dec,news
"@SimShady99 @CBCNews Listen to the way you group ""anti vaxxers"" together. What about a woman  doing IVF, or a pregnant woman, or a person whose mom died due to vaccine related injury, a naturopath type who spent their lives treating their body as a temple. Not all are conspiracy theory nuts.",pos,covid-controversy,ca,01_dec,news
"@CBCAlerts Good! As an ex-RCMP officer, I firmly believe it's a breach of the oath ""to serve and protect"" to refuse the vaccine. Many in the public don't realize how often it is the police who are first on scene to medical emergencies and accidents. They're in the wrong profession.",pos,covid-controversy,ca,01_dec,news
"@sir_aleeu @Robrt_McMillan @CBCAlerts No but the vaccine kills the variant quicker than an unvaccinated person so the time they reduce the transmission rate. Only through travel no community spread. Also, the higher vaccination rate decreases the chance of creating a new mutation or variant in these countries",pos,vax-efficiency,ca,01_dec,news
"@CaptainCanada76 @CBCNews This is true, you are correct.  Vaccinated people are 40% less likely to pass CoVid on to another person than an unvaccinated person.   Vaccine makes no difference in catching it.

Vax makes significant reduction in the severity of illness.   Really, the only promise delivered.",pos,vax-efficiency,ca,01_dec,news
"@monpop20 @KLW24525128 @CBCNews So you’re ok with millions of people dying, just as long as you don’t feel bad? 5.22 million people died from covid, worse than malaria. 10,000 in Ontario alone. We have a vaccine to stop it, and you’re worried about feelings? Grow up.",pos,covid-controversy,ca,01_dec,news
"@picardonhealth @tdsb @globeandmail Update: Toronto School Board has 920 Unvaccinated staff working with kids daily
While awaiting vaccine exemption approval (or rejection).
Meanwhile, they are getting COVID tests regularly.
Some boards have NO mandatory vaccination.
What are they doing?
https://t.co/TwdZYJ9CP6",pos,pandemic-logistics,ca,01_dec,news
"@nationalpost All that matters is acknowledging the Covid-19 pandemic is an over-exaggerated LIE! due to NATUROPATHY SURPASSING interest in CHEMICAL MEDICINE, over the passed decade. The ""VIRUS"" is a MAN-MADE FLU like the rest, &amp; the ""VACCINE"" is just another FLU SHOT, for population control.",neut,covid-controversy,ca,01_dec,news
@CBCAlerts These employees had to have all their immunizations up to date and show those records at the time of hire. What in earth is the big deal. It will simply be another vaccine on their record for new hires.,neut,pandemic-logistics,ca,01_dec,news
@CBCNews In other words.. vaccine doesn't work but get a booster shot and once it's updated go ahead and get another shot.,neg,vax-efficiency,ca,01_dec,news
@CazHeck @logosaetos @globeandmail Exactly! There are no benefits from the vaccine only unanswered questions? So if they have no answers then they cannot claim it’s safe. Their paper fortress is burning.,neg,covid-controversy,ca,01_dec,news
"@nationalpost If the first two doses failed to provide protection, why would we use the same vaccine and think it is going to work this time?",neg,vax-efficiency,ca,01_dec,news
"@DirtBayAttitude @JaguarsFan98 @CBCAlerts @CBCNews Up until they announced that the vaxxed will need to test again for travel.  So really, how's that vaccine working?! Epic Fail!",neg,covid-controversy,ca,01_dec,news
"@nationalpost Wake up, vaccine compliance rates in Canada are some of the highest in the world and it hasn't changed a single fucking thing!",neg,covid-controversy,ca,01_dec,news
"@globeandmail There is limit on how many VOCs multivalent vaccine can address before losing efficacy.

Loss of efficacy means more VOCs because virus that survives vaccine mutates.
Think about that.",neg,vax-efficiency,ca,01_dec,news
@Louise32488678 @CBCNews Vaccine is a product for money not science for serve nation,neg,covid-controversy,ca,01_dec,news
"@nationalpost Omicron has Proven, once and for all, VACCINE PASSPORTS are a power grab!
The Whole World has the new
Variant Now,
AND....
it walked right by medical security,
Boarded an Airplane and Strutted into your City within a FULLY VACCINATED person!
What other lies are they selling? https://t.co/5AyajO4USO",neg,covid-controversy,ca,01_dec,news
